Date,Time,CO(GT),CO ppm,C6H6(GT),C6H6 ppm,,
6/19/2004,20:00:00,1.7,1.484,-200.0,-0.06260,,
6/19/2004,21:00:00,1.4,1.222,-200.0,-0.06260,,
6/19/2004,22:00:00,1.7,1.484,-200.0,-0.06260,,
6/19/2004,23:00:00,2.4,2.095,-200.0,-0.06260,,
6/20/2004,0:00:00,2.3,2.008,-200.0,-0.06260,,
6/20/2004,1:00:00,1.2,1.047,-200.0,-0.06260,,
6/20/2004,2:00:00,1,0.873,-200.0,-0.06260,,
6/20/2004,3:00:00,1.4,1.222,-200.0,-0.06260,,
6/20/2004,4:00:00,-200,-174.581,-200.0,-0.06260,,
6/20/2004,5:00:00,1,0.873,-200.0,-0.06260,,
6/20/2004,6:00:00,0.9,0.786,-200.0,-0.06260,,
6/20/2004,7:00:00,0.8,0.698,-200.0,-0.06260,,
6/20/2004,8:00:00,1,0.873,-200.0,-0.06260,,
6/20/2004,9:00:00,1.2,1.047,-200.0,-0.06260,,
6/20/2004,10:00:00,1.2,1.047,-200.0,-0.06260,,
6/20/2004,11:00:00,1,0.873,-200.0,-0.06260,,
6/20/2004,12:00:00,1,0.873,-200.0,-0.06260,,
6/20/2004,13:00:00,0.6,0.524,-200.0,-0.06260,,
6/20/2004,14:00:00,0.7,0.611,-200.0,-0.06260,,
6/20/2004,15:00:00,0.8,0.698,-200.0,-0.06260,,
6/20/2004,16:00:00,1.1,0.960,-200.0,-0.06260,,
6/20/2004,17:00:00,1.4,1.222,-200.0,-0.06260,,
6/20/2004,18:00:00,2.8,2.444,-200.0,-0.06260,,
6/20/2004,19:00:00,2.5,2.182,-200.0,-0.06260,,
6/20/2004,20:00:00,1.6,1.397,-200.0,-0.06260,,
6/20/2004,21:00:00,1.4,1.222,-200.0,-0.06260,,
6/20/2004,22:00:00,2.3,2.008,-200.0,-0.06260,,
6/20/2004,23:00:00,4.2,3.666,-200.0,-0.06260,,
6/21/2004,0:00:00,3,2.619,-200.0,-0.06260,,
6/21/2004,1:00:00,2.2,1.920,-200.0,-0.06260,,
6/21/2004,2:00:00,0.6,0.524,-200.0,-0.06260,,
6/21/2004,3:00:00,0.3,0.262,-200.0,-0.06260,,
6/21/2004,4:00:00,0.3,0.262,1.5,0.00047,,
6/21/2004,5:00:00,0.5,0.436,3.5,0.00109,,
6/21/2004,6:00:00,1.3,1.135,8.3,0.00259,,
6/21/2004,7:00:00,2.5,2.182,17.3,0.00542,,
6/21/2004,8:00:00,3.7,3.230,23.3,0.00730,,
6/21/2004,9:00:00,2.5,2.182,13.8,0.00433,,
6/21/2004,10:00:00,1.8,1.571,10.2,0.00321,,
6/21/2004,11:00:00,1.5,1.309,7.9,0.00249,,
6/21/2004,12:00:00,1.5,1.309,8.8,0.00274,,
6/21/2004,13:00:00,1.2,1.047,7.2,0.00227,,
6/21/2004,14:00:00,1.4,1.222,8.3,0.00260,,
6/21/2004,15:00:00,1.6,1.397,9.6,0.00299,,
6/21/2004,16:00:00,1.6,1.397,9.0,0.00282,,
6/21/2004,17:00:00,2.2,1.920,12.4,0.00388,,
6/21/2004,18:00:00,3,2.619,15.3,0.00477,,
6/21/2004,19:00:00,3,2.619,16.1,0.00502,,
6/21/2004,20:00:00,2.7,2.357,14.1,0.00442,,
6/21/2004,21:00:00,2.1,1.833,11.4,0.00355,,
6/21/2004,22:00:00,1.6,1.397,9.5,0.00298,,
6/21/2004,23:00:00,1.3,1.135,7.4,0.00233,,
6/22/2004,0:00:00,1.1,0.960,6.4,0.00201,,
6/22/2004,1:00:00,0.7,0.611,4.1,0.00128,,
6/22/2004,2:00:00,0.4,0.349,1.9,0.00061,,
6/22/2004,3:00:00,0.2,0.175,1.4,0.00043,,
6/22/2004,4:00:00,0.2,0.175,1.2,0.00039,,
6/22/2004,5:00:00,0.3,0.262,2.2,0.00068,,
6/22/2004,6:00:00,0.9,0.786,6.4,0.00201,,
6/22/2004,7:00:00,3.1,2.706,18.5,0.00580,,
6/22/2004,8:00:00,5,4.365,30.2,0.00945,,
6/22/2004,9:00:00,2.8,2.444,14.2,0.00445,,
6/22/2004,10:00:00,2.8,2.444,14.3,0.00448,,
6/22/2004,11:00:00,2.1,1.833,12.6,0.00393,,
6/22/2004,12:00:00,3.1,2.706,18.0,0.00564,,
6/22/2004,13:00:00,3,2.619,17.1,0.00537,,
6/22/2004,14:00:00,2.1,1.833,13.0,0.00406,,
6/22/2004,15:00:00,1.7,1.484,11.2,0.00351,,
6/22/2004,16:00:00,2.2,1.920,13.6,0.00427,,
6/22/2004,17:00:00,3.5,3.055,20.5,0.00642,,
6/22/2004,18:00:00,3.6,3.142,20.2,0.00634,,
6/22/2004,19:00:00,4.1,3.579,23.1,0.00724,,
6/22/2004,20:00:00,4,3.492,20.3,0.00635,,
6/22/2004,21:00:00,1.8,1.571,9.3,0.00290,,
6/22/2004,22:00:00,1.7,1.484,10.5,0.00329,,
6/22/2004,23:00:00,2.4,2.095,13.6,0.00427,,
6/23/2004,0:00:00,1.2,1.047,8.0,0.00251,,
6/23/2004,1:00:00,0.8,0.698,4.6,0.00144,,
6/23/2004,2:00:00,0.5,0.436,3.2,0.00101,,
6/23/2004,3:00:00,0.3,0.262,2.4,0.00074,,
6/23/2004,4:00:00,-200,-174.581,2.1,0.00065,,
6/23/2004,5:00:00,0.4,0.349,2.2,0.00068,,
6/23/2004,6:00:00,1,0.873,6.7,0.00209,,
6/23/2004,7:00:00,3.8,3.317,23.1,0.00723,,
6/23/2004,8:00:00,3.2,2.793,19.0,0.00594,,
6/23/2004,9:00:00,3.5,3.055,20.1,0.00630,,
6/23/2004,10:00:00,3.2,2.793,16.4,0.00513,,
6/23/2004,11:00:00,2.3,2.008,13.0,0.00405,,
6/23/2004,12:00:00,2.2,1.920,13.1,0.00410,,
6/23/2004,13:00:00,2.1,1.833,11.8,0.00368,,
6/23/2004,14:00:00,1.9,1.659,12.7,0.00399,,
6/23/2004,15:00:00,2.4,2.095,14.1,0.00441,,
6/23/2004,16:00:00,2.5,2.182,14.4,0.00452,,
6/23/2004,17:00:00,3.6,3.142,20.7,0.00648,,
6/23/2004,18:00:00,3.9,3.404,21.6,0.00675,,
6/23/2004,19:00:00,4.4,3.841,24.2,0.00757,,
6/23/2004,20:00:00,4.8,4.190,21.8,0.00682,,
6/23/2004,21:00:00,2.5,2.182,13.0,0.00407,,
6/23/2004,22:00:00,2.8,2.444,15.1,0.00473,,
6/23/2004,23:00:00,3.2,2.793,16.6,0.00518,,
6/24/2004,0:00:00,2.6,2.270,12.7,0.00396,,
6/24/2004,1:00:00,1.5,1.309,8.6,0.00269,,
6/24/2004,2:00:00,1,0.873,5.3,0.00165,,
6/24/2004,3:00:00,0.8,0.698,3.6,0.00114,,
6/24/2004,4:00:00,0.6,0.524,2.8,0.00088,,
6/24/2004,5:00:00,0.6,0.524,3.1,0.00097,,
6/24/2004,6:00:00,0.7,0.611,3.7,0.00117,,
6/24/2004,7:00:00,1.2,1.047,6.9,0.00215,,
6/24/2004,8:00:00,1.5,1.309,8.6,0.00271,,
6/24/2004,9:00:00,1.3,1.135,7.1,0.00221,,
6/24/2004,10:00:00,1.6,1.397,6.6,0.00207,,
6/24/2004,11:00:00,1.5,1.309,7.2,0.00226,,
6/24/2004,12:00:00,1.2,1.047,5.0,0.00156,,
6/24/2004,13:00:00,1.1,0.960,5.7,0.00179,,
6/24/2004,14:00:00,1.2,1.047,6.0,0.00189,,
6/24/2004,15:00:00,1.3,1.135,6.1,0.00192,,
6/24/2004,16:00:00,1.4,1.222,8.0,0.00250,,
6/24/2004,17:00:00,1.6,1.397,7.8,0.00243,,
6/24/2004,18:00:00,2.1,1.833,11.1,0.00349,,
6/24/2004,19:00:00,3,2.619,15.9,0.00498,,
6/24/2004,20:00:00,2.8,2.444,13.7,0.00429,,
6/24/2004,21:00:00,3.8,3.317,21.6,0.00676,,
6/24/2004,22:00:00,3.2,2.793,16.8,0.00525,,
6/24/2004,23:00:00,4.1,3.579,20.5,0.00642,,
6/25/2004,0:00:00,2.6,2.270,14.1,0.00441,,
6/25/2004,1:00:00,2,1.746,10.9,0.00342,,
6/25/2004,2:00:00,0.9,0.786,3.6,0.00114,,
6/25/2004,3:00:00,0.7,0.611,3.3,0.00103,,
6/25/2004,4:00:00,0.6,0.524,2.4,0.00076,,
6/25/2004,5:00:00,0.6,0.524,3.0,0.00093,,
6/25/2004,6:00:00,1.6,1.397,8.9,0.00277,,
6/25/2004,7:00:00,2.6,2.270,14.8,0.00462,,
6/25/2004,8:00:00,2.9,2.531,16.2,0.00507,,
6/25/2004,9:00:00,2.8,2.444,14.6,0.00457,,
6/25/2004,10:00:00,1.9,1.659,8.0,0.00250,,
6/25/2004,11:00:00,1.9,1.659,9.1,0.00284,,
6/25/2004,12:00:00,2.1,1.833,10.0,0.00312,,
6/25/2004,13:00:00,1.9,1.659,9.8,0.00307,,
6/25/2004,14:00:00,1.6,1.397,8.3,0.00260,,
6/25/2004,15:00:00,1.6,1.397,7.5,0.00236,,
6/25/2004,16:00:00,2.1,1.833,11.7,0.00365,,
6/25/2004,17:00:00,2.4,2.095,13.3,0.00416,,
6/25/2004,18:00:00,2.8,2.444,14.4,0.00450,,
6/25/2004,19:00:00,3.4,2.968,17.9,0.00561,,
6/25/2004,20:00:00,3.4,2.968,15.9,0.00497,,
6/25/2004,21:00:00,2.7,2.357,14.2,0.00443,,
6/25/2004,22:00:00,2.6,2.270,13.8,0.00431,,
6/25/2004,23:00:00,2.3,2.008,11.7,0.00365,,
6/26/2004,0:00:00,1.2,1.047,6.2,0.00195,,
6/26/2004,1:00:00,1,0.873,5.1,0.00160,,
6/26/2004,2:00:00,0.9,0.786,4.5,0.00142,,
6/26/2004,3:00:00,1.1,0.960,4.9,0.00153,,
6/26/2004,4:00:00,-200,-174.581,2.5,0.00080,,
6/26/2004,5:00:00,0.4,0.349,2.3,0.00072,,
6/26/2004,6:00:00,0.9,0.786,5.5,0.00174,,
6/26/2004,7:00:00,1.8,1.571,10.4,0.00326,,
6/26/2004,8:00:00,2.2,1.920,12.4,0.00389,,
6/26/2004,9:00:00,2.4,2.095,14.0,0.00439,,
6/26/2004,10:00:00,2.3,2.008,12.7,0.00397,,
6/26/2004,11:00:00,1.6,1.397,9.0,0.00281,,
6/26/2004,12:00:00,1.4,1.222,8.5,0.00266,,
6/26/2004,13:00:00,1.4,1.222,8.2,0.00258,,
6/26/2004,14:00:00,1,0.873,5.9,0.00184,,
6/26/2004,15:00:00,1,0.873,5.6,0.00177,,
6/26/2004,16:00:00,1.2,1.047,6.7,0.00209,,
6/26/2004,17:00:00,1.3,1.135,6.1,0.00190,,
6/26/2004,18:00:00,1.5,1.309,6.7,0.00210,,
6/26/2004,19:00:00,1.9,1.659,9.2,0.00287,,
6/26/2004,20:00:00,1.8,1.571,8.2,0.00258,,
6/26/2004,21:00:00,1.4,1.222,7.0,0.00220,,
6/26/2004,22:00:00,1.7,1.484,9.5,0.00298,,
6/26/2004,23:00:00,2.7,2.357,15.1,0.00472,,
6/27/2004,0:00:00,2.1,1.833,11.7,0.00368,,
6/27/2004,1:00:00,1.4,1.222,9.3,0.00290,,
6/27/2004,2:00:00,1,0.873,6.4,0.00200,,
6/27/2004,3:00:00,1,0.873,6.7,0.00210,,
6/27/2004,4:00:00,0.8,0.698,4.2,0.00132,,
6/27/2004,5:00:00,0.5,0.436,2.6,0.00082,,
6/27/2004,6:00:00,0.6,0.524,2.8,0.00088,,
6/27/2004,7:00:00,0.6,0.524,3.1,0.00098,,
6/27/2004,8:00:00,1,0.873,6.2,0.00193,,
6/27/2004,9:00:00,1.6,1.397,7.9,0.00246,,
6/27/2004,10:00:00,1.9,1.659,10.5,0.00329,,
6/27/2004,11:00:00,1.7,1.484,9.0,0.00283,,
6/27/2004,12:00:00,1.1,0.960,6.3,0.00198,,
6/27/2004,13:00:00,0.8,0.698,3.5,0.00110,,
6/27/2004,14:00:00,0.7,0.611,4.0,0.00126,,
6/27/2004,15:00:00,0.7,0.611,4.2,0.00132,,
6/27/2004,16:00:00,1.2,1.047,6.9,0.00215,,
6/27/2004,17:00:00,1.6,1.397,7.9,0.00246,,
6/27/2004,18:00:00,1.6,1.397,7.9,0.00246,,
6/27/2004,19:00:00,1.7,1.484,10.3,0.00323,,
6/27/2004,20:00:00,2,1.746,10.5,0.00329,,
6/27/2004,21:00:00,2.3,2.008,12.7,0.00398,,
6/27/2004,22:00:00,2.4,2.095,11.9,0.00372,,
6/27/2004,23:00:00,1.7,1.484,9.3,0.00290,,
6/28/2004,0:00:00,1.2,1.047,7.9,0.00248,,
6/28/2004,1:00:00,1,0.873,5.0,0.00157,,
6/28/2004,2:00:00,0.6,0.524,3.4,0.00108,,
6/28/2004,3:00:00,0.5,0.436,3.2,0.00099,,
6/28/2004,4:00:00,0.4,0.349,2.7,0.00084,,
6/28/2004,5:00:00,0.5,0.436,3.1,0.00096,,
6/28/2004,6:00:00,0.7,0.611,5.0,0.00156,,
6/28/2004,7:00:00,3.2,2.793,20.7,0.00648,,
6/28/2004,8:00:00,5.6,4.888,32.4,0.01014,,
6/28/2004,9:00:00,4.6,4.015,24.2,0.00759,,
6/28/2004,10:00:00,3.3,2.881,16.6,0.00520,,
6/28/2004,11:00:00,2.1,1.833,13.2,0.00414,,
6/28/2004,12:00:00,1.9,1.659,12.3,0.00385,,
6/28/2004,13:00:00,1.9,1.659,12.1,0.00379,,
6/28/2004,14:00:00,1.6,1.397,11.1,0.00347,,
6/28/2004,15:00:00,2,1.746,13.1,0.00410,,
6/28/2004,16:00:00,1.8,1.571,11.6,0.00364,,
6/28/2004,17:00:00,2.9,2.531,17.7,0.00553,,
6/28/2004,18:00:00,3.4,2.968,19.5,0.00611,,
6/28/2004,19:00:00,3.1,2.706,19.7,0.00615,,
6/28/2004,20:00:00,2.5,2.182,15.1,0.00471,,
6/28/2004,21:00:00,1.8,1.571,11.1,0.00349,,
6/28/2004,22:00:00,1.8,1.571,11.7,0.00365,,
6/28/2004,23:00:00,2,1.746,11.7,0.00366,,
6/29/2004,0:00:00,1.5,1.309,9.7,0.00303,,
6/29/2004,1:00:00,0.8,0.698,6.0,0.00189,,
6/29/2004,2:00:00,0.4,0.349,3.9,0.00122,,
6/29/2004,3:00:00,0.3,0.262,2.6,0.00080,,
6/29/2004,4:00:00,-200,-174.581,2.8,0.00087,,
6/29/2004,5:00:00,0.5,0.436,3.0,0.00094,,
6/29/2004,6:00:00,0.7,0.611,5.4,0.00169,,
6/29/2004,7:00:00,3.4,2.968,23.5,0.00735,,
6/29/2004,8:00:00,5.7,4.976,33.5,0.01049,,
6/29/2004,9:00:00,3.2,2.793,15.5,0.00484,,
6/29/2004,10:00:00,2.7,2.357,15.3,0.00477,,
6/29/2004,11:00:00,2.1,1.833,12.8,0.00401,,
6/29/2004,12:00:00,2.8,2.444,15.2,0.00475,,
6/29/2004,13:00:00,2.5,2.182,15.7,0.00491,,
6/29/2004,14:00:00,2.1,1.833,12.3,0.00386,,
6/29/2004,15:00:00,2.5,2.182,15.3,0.00478,,
6/29/2004,16:00:00,2.7,2.357,17.6,0.00552,,
6/29/2004,17:00:00,3.7,3.230,21.5,0.00674,,
6/29/2004,18:00:00,3.7,3.230,23.2,0.00725,,
6/29/2004,19:00:00,4.6,4.015,25.6,0.00800,,
6/29/2004,20:00:00,2.6,2.270,14.3,0.00447,,
6/29/2004,21:00:00,2.5,2.182,14.4,0.00451,,
6/29/2004,22:00:00,2.3,2.008,12.6,0.00394,,
6/29/2004,23:00:00,2.2,1.920,13.7,0.00428,,
6/30/2004,0:00:00,2.5,2.182,13.1,0.00410,,
6/30/2004,1:00:00,0.9,0.786,6.1,0.00192,,
6/30/2004,2:00:00,0.8,0.698,5.8,0.00180,,
6/30/2004,3:00:00,0.7,0.611,3.7,0.00117,,
6/30/2004,4:00:00,0.5,0.436,2.6,0.00083,,
6/30/2004,5:00:00,0.7,0.611,4.6,0.00143,,
6/30/2004,6:00:00,0.9,0.786,7.4,0.00232,,
6/30/2004,7:00:00,2.2,1.920,15.2,0.00475,,
6/30/2004,8:00:00,2.8,2.444,16.7,0.00524,,
6/30/2004,9:00:00,2.9,2.531,17.0,0.00531,,
6/30/2004,10:00:00,2.9,2.531,18.0,0.00565,,
6/30/2004,11:00:00,3,2.619,16.1,0.00504,,
6/30/2004,12:00:00,2.5,2.182,13.4,0.00419,,
6/30/2004,13:00:00,2.3,2.008,14.0,0.00439,,
6/30/2004,14:00:00,2.1,1.833,13.4,0.00419,,
6/30/2004,15:00:00,1.9,1.659,10.4,0.00326,,
6/30/2004,16:00:00,2.3,2.008,12.7,0.00397,,
6/30/2004,17:00:00,4.2,3.666,24.5,0.00768,,
6/30/2004,18:00:00,4.9,4.277,27.8,0.00871,,
6/30/2004,19:00:00,4.9,4.277,23.3,0.00729,,
6/30/2004,20:00:00,3.5,3.055,17.6,0.00550,,
6/30/2004,21:00:00,2.5,2.182,14.5,0.00453,,
6/30/2004,22:00:00,2.5,2.182,14.4,0.00450,,
6/30/2004,23:00:00,2.6,2.270,14.2,0.00443,,
7/1/2004,0:00:00,2.3,2.008,12.9,0.00403,,
7/1/2004,1:00:00,1.5,1.309,9.9,0.00310,,
7/1/2004,2:00:00,0.9,0.786,5.1,0.00159,,
7/1/2004,3:00:00,0.6,0.524,2.8,0.00089,,
7/1/2004,4:00:00,0.6,0.524,3.2,0.00100,,
7/1/2004,5:00:00,0.8,0.698,5.4,0.00168,,
7/1/2004,6:00:00,0.9,0.786,6.4,0.00199,,
7/1/2004,7:00:00,2.4,2.095,17.1,0.00536,,
7/1/2004,8:00:00,3.9,3.404,22.3,0.00698,,
7/1/2004,9:00:00,2.9,2.531,14.6,0.00459,,
7/1/2004,10:00:00,2.7,2.357,13.3,0.00416,,
7/1/2004,11:00:00,2,1.746,10.5,0.00328,,
7/1/2004,12:00:00,2.4,2.095,14.2,0.00445,,
7/1/2004,13:00:00,2,1.746,12.2,0.00381,,
7/1/2004,14:00:00,1.8,1.571,10.1,0.00318,,
7/1/2004,15:00:00,1.9,1.659,11.7,0.00366,,
7/1/2004,16:00:00,1.8,1.571,10.9,0.00340,,
7/1/2004,17:00:00,2.9,2.531,17.3,0.00541,,
7/1/2004,18:00:00,3.3,2.881,18.0,0.00563,,
7/1/2004,19:00:00,4.4,3.841,22.9,0.00718,,
7/1/2004,20:00:00,3.4,2.968,16.5,0.00518,,
7/1/2004,21:00:00,1.9,1.659,10.2,0.00319,,
7/1/2004,22:00:00,2.1,1.833,11.6,0.00363,,
7/1/2004,23:00:00,2.5,2.182,14.3,0.00448,,
7/2/2004,0:00:00,2.3,2.008,13.3,0.00415,,
7/2/2004,1:00:00,1.7,1.484,10.0,0.00312,,
7/2/2004,2:00:00,1.5,1.309,7.6,0.00238,,
7/2/2004,3:00:00,0.8,0.698,3.4,0.00108,,
7/2/2004,4:00:00,-200,-174.581,3.3,0.00102,,
7/2/2004,5:00:00,0.5,0.436,2.9,0.00091,,
7/2/2004,6:00:00,0.8,0.698,5.6,0.00176,,
7/2/2004,7:00:00,2.6,2.270,17.5,0.00548,,
7/2/2004,8:00:00,4.9,4.277,29.0,0.00906,,
7/2/2004,9:00:00,2.9,2.531,17.0,0.00532,,
7/2/2004,10:00:00,2.8,2.444,15.6,0.00489,,
7/2/2004,11:00:00,1.8,1.571,10.1,0.00315,,
7/2/2004,12:00:00,1.8,1.571,11.7,0.00367,,
7/2/2004,13:00:00,1.9,1.659,12.0,0.00377,,
7/2/2004,14:00:00,1.7,1.484,11.0,0.00345,,
7/2/2004,15:00:00,1.7,1.484,11.2,0.00350,,
7/2/2004,16:00:00,1.9,1.659,10.5,0.00328,,
7/2/2004,17:00:00,2.1,1.833,11.8,0.00369,,
7/2/2004,18:00:00,2.4,2.095,13.8,0.00432,,
7/2/2004,19:00:00,3,2.619,17.3,0.00543,,
7/2/2004,20:00:00,2.8,2.444,14.2,0.00445,,
7/2/2004,21:00:00,1.9,1.659,10.7,0.00336,,
7/2/2004,22:00:00,2.1,1.833,12.7,0.00397,,
7/2/2004,23:00:00,1.8,1.571,10.1,0.00317,,
7/3/2004,0:00:00,2.5,2.182,13.1,0.00410,,
7/3/2004,1:00:00,1.1,0.960,7.4,0.00232,,
7/3/2004,2:00:00,0.7,0.611,4.6,0.00145,,
7/3/2004,3:00:00,0.7,0.611,4.7,0.00148,,
7/3/2004,4:00:00,0.4,0.349,2.8,0.00087,,
7/3/2004,5:00:00,0.7,0.611,4.5,0.00142,,
7/3/2004,6:00:00,0.7,0.611,5.9,0.00186,,
7/3/2004,7:00:00,1.8,1.571,11.1,0.00346,,
7/3/2004,8:00:00,2.3,2.008,14.4,0.00451,,
7/3/2004,9:00:00,1.9,1.659,11.1,0.00346,,
7/3/2004,10:00:00,1.7,1.484,9.9,0.00311,,
7/3/2004,11:00:00,1.3,1.135,8.8,0.00274,,
7/3/2004,12:00:00,1.5,1.309,9.9,0.00309,,
7/3/2004,13:00:00,1.3,1.135,7.4,0.00230,,
7/3/2004,14:00:00,0.8,0.698,6.1,0.00191,,
7/3/2004,15:00:00,0.8,0.698,6.2,0.00195,,
7/3/2004,16:00:00,1.1,0.960,7.1,0.00223,,
7/3/2004,17:00:00,1.2,1.047,8.0,0.00251,,
7/3/2004,18:00:00,1.2,1.047,7.3,0.00228,,
7/3/2004,19:00:00,1.4,1.222,8.7,0.00271,,
7/3/2004,20:00:00,1.1,0.960,7.5,0.00236,,
7/3/2004,21:00:00,1.5,1.309,9.0,0.00282,,
7/3/2004,22:00:00,2,1.746,11.6,0.00363,,
7/3/2004,23:00:00,1.9,1.659,10.2,0.00319,,
7/4/2004,0:00:00,2.2,1.920,12.3,0.00385,,
7/4/2004,1:00:00,1.1,0.960,6.4,0.00201,,
7/4/2004,2:00:00,1.1,0.960,7.2,0.00224,,
7/4/2004,3:00:00,0.8,0.698,6.1,0.00190,,
7/4/2004,4:00:00,0.6,0.524,4.3,0.00133,,
7/4/2004,5:00:00,0.6,0.524,3.8,0.00120,,
7/4/2004,6:00:00,0.6,0.524,4.0,0.00124,,
7/4/2004,7:00:00,0.6,0.524,4.2,0.00132,,
7/4/2004,8:00:00,1.1,0.960,6.1,0.00191,,
7/4/2004,9:00:00,1,0.873,6.0,0.00186,,
7/4/2004,10:00:00,1,0.873,5.9,0.00186,,
7/4/2004,11:00:00,1,0.873,5.4,0.00169,,
7/4/2004,12:00:00,0.8,0.698,4.9,0.00152,,
7/4/2004,13:00:00,0.7,0.611,3.9,0.00121,,
7/4/2004,14:00:00,0.4,0.349,3.2,0.00100,,
7/4/2004,15:00:00,0.5,0.436,4.1,0.00129,,
7/4/2004,16:00:00,0.6,0.524,4.0,0.00124,,
7/4/2004,17:00:00,0.7,0.611,4.8,0.00149,,
7/4/2004,18:00:00,0.9,0.786,5.5,0.00172,,
7/4/2004,19:00:00,1.6,1.397,9.1,0.00283,,
7/4/2004,20:00:00,1.6,1.397,9.1,0.00285,,
7/4/2004,21:00:00,1.7,1.484,10.1,0.00315,,
7/4/2004,22:00:00,1.3,1.135,7.4,0.00233,,
7/4/2004,23:00:00,1.9,1.659,9.9,0.00309,,
7/5/2004,0:00:00,1.5,1.309,9.0,0.00281,,
7/5/2004,1:00:00,0.6,0.524,3.7,0.00115,,
7/5/2004,2:00:00,0.4,0.349,3.0,0.00094,,
7/5/2004,3:00:00,0.3,0.262,2.5,0.00077,,
7/5/2004,4:00:00,-200,-174.581,2.6,0.00080,,
7/5/2004,5:00:00,0.4,0.349,2.4,0.00075,,
7/5/2004,6:00:00,0.7,0.611,5.6,0.00175,,
7/5/2004,7:00:00,2,1.746,14.3,0.00446,,
7/5/2004,8:00:00,3.9,3.404,27.7,0.00867,,
7/5/2004,9:00:00,3.6,3.142,19.1,0.00599,,
7/5/2004,10:00:00,3.2,2.793,15.9,0.00497,,
7/5/2004,11:00:00,2.2,1.920,12.3,0.00385,,
7/5/2004,12:00:00,2.2,1.920,12.2,0.00382,,
7/5/2004,13:00:00,2.1,1.833,11.7,0.00367,,
7/5/2004,14:00:00,1.8,1.571,10.4,0.00327,,
7/5/2004,15:00:00,2,1.746,12.7,0.00398,,
7/5/2004,16:00:00,1.8,1.571,11.1,0.00347,,
7/5/2004,17:00:00,3,2.619,19.0,0.00596,,
7/5/2004,18:00:00,4.3,3.753,24.1,0.00753,,
7/5/2004,19:00:00,3.5,3.055,19.1,0.00597,,
7/5/2004,20:00:00,2.5,2.182,13.6,0.00427,,
7/5/2004,21:00:00,1.8,1.571,10.7,0.00335,,
7/5/2004,22:00:00,1.9,1.659,11.3,0.00353,,
7/5/2004,23:00:00,1.9,1.659,9.6,0.00300,,
7/6/2004,0:00:00,1.9,1.659,9.8,0.00307,,
7/6/2004,1:00:00,0.9,0.786,4.9,0.00155,,
7/6/2004,2:00:00,0.7,0.611,4.1,0.00129,,
7/6/2004,3:00:00,0.6,0.524,3.3,0.00104,,
7/6/2004,4:00:00,0.4,0.349,2.2,0.00070,,
7/6/2004,5:00:00,0.7,0.611,4.6,0.00144,,
7/6/2004,6:00:00,1.6,1.397,10.2,0.00319,,
7/6/2004,7:00:00,3.8,3.317,23.3,0.00730,,
7/6/2004,8:00:00,5.1,4.452,31.0,0.00972,,
7/6/2004,9:00:00,3.4,2.968,17.6,0.00550,,
7/6/2004,10:00:00,2.6,2.270,14.3,0.00446,,
7/6/2004,11:00:00,2.2,1.920,13.7,0.00429,,
7/6/2004,12:00:00,3.4,2.968,19.3,0.00603,,
7/6/2004,13:00:00,3.4,2.968,19.3,0.00605,,
7/6/2004,14:00:00,1.8,1.571,11.3,0.00354,,
7/6/2004,15:00:00,2,1.746,12.7,0.00399,,
7/6/2004,16:00:00,2.4,2.095,15.3,0.00478,,
7/6/2004,17:00:00,3.8,3.317,22.5,0.00704,,
7/6/2004,18:00:00,4.4,3.841,25.0,0.00784,,
7/6/2004,19:00:00,3.9,3.404,21.1,0.00661,,
7/6/2004,20:00:00,4,3.492,23.8,0.00744,,
7/6/2004,21:00:00,2.5,2.182,14.9,0.00465,,
7/6/2004,22:00:00,2.1,1.833,12.8,0.00402,,
7/6/2004,23:00:00,2.4,2.095,14.3,0.00449,,
7/7/2004,0:00:00,2.1,1.833,14.3,0.00449,,
7/7/2004,1:00:00,1.6,1.397,9.2,0.00289,,
7/7/2004,2:00:00,0.8,0.698,5.1,0.00158,,
7/7/2004,3:00:00,0.5,0.436,3.0,0.00095,,
7/7/2004,4:00:00,0.4,0.349,2.6,0.00081,,
7/7/2004,5:00:00,0.5,0.436,4.0,0.00124,,
7/7/2004,6:00:00,1.3,1.135,9.9,0.00311,,
7/7/2004,7:00:00,4.1,3.579,27.3,0.00854,,
7/7/2004,8:00:00,4.1,3.579,27.9,0.00873,,
7/7/2004,9:00:00,4,3.492,24.5,0.00766,,
7/7/2004,10:00:00,2.2,1.920,14.2,0.00443,,
7/7/2004,11:00:00,2,1.746,11.9,0.00371,,
7/7/2004,12:00:00,2,1.746,13.1,0.00411,,
7/7/2004,13:00:00,2.2,1.920,15.1,0.00473,,
7/7/2004,14:00:00,2.2,1.920,14.1,0.00441,,
7/7/2004,15:00:00,1.8,1.571,11.3,0.00353,,
7/7/2004,16:00:00,1.8,1.571,10.8,0.00338,,
7/7/2004,17:00:00,3.3,2.881,21.5,0.00674,,
7/7/2004,18:00:00,4.3,3.753,21.8,0.00684,,
7/7/2004,19:00:00,5.3,4.626,29.8,0.00932,,
7/7/2004,20:00:00,4.3,3.753,22.5,0.00704,,
7/7/2004,21:00:00,3.6,3.142,21.8,0.00683,,
7/7/2004,22:00:00,2.4,2.095,17.1,0.00537,,
7/7/2004,23:00:00,2.1,1.833,15.4,0.00482,,
